Volatility 3 Framework 2.0.0

PID	Process	Base	Size	Name	Path	LoadTime	File output
640	lsass.exe	0x7ffb25f30000	0x120000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24170000	0x1a0000	lsasrv.dll	C:\Windows\system32\lsasrv.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb27420000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb25940000	0x6f000	WS2_32.dll	C:\Windows\System32\WS2_32.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24490000	0x2f000	SspiCli.dll	C:\Windows\system32\SspiCli.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb26e00000	0x97000	sechost.dll	C:\Windows\System32\sechost.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb26d80000	0x68000	WLDAP32.dll	C:\Windows\System32\WLDAP32.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24630000	0xfa000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24610000	0x12000	MSASN1.dll	C:\Windows\System32\MSASN1.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24080000	0xea000	samsrv.dll	C:\Windows\SYSTEM32\samsrv.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb253a0000	0x26000	bcrypt.dll	C:\Windows\System32\bcrypt.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24730000	0x149000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24050000	0x26000	ncrypt.dll	C:\Windows\system32\ncrypt.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24010000	0x3b000	NTASN1.dll	C:\Windows\system32\NTASN1.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23fe0000	0x29000	Wldp.dll	C:\Windows\system32\Wldp.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb26ec0000	0x336000	combase.dll	C:\Windows\System32\combase.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb252f0000	0x81000	bcryptPrimitives.dll	C:\Windows\System32\bcryptPrimitives.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb251a0000	0x5c000	WINTRUST.dll	C:\Windows\System32\WINTRUST.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x2175b770000	0x3000	msprivs.DLL	C:\Windows\system32\msprivs.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23fc0000	0x15000	netprovfw.dll	C:\Windows\SYSTEM32\netprovfw.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23f90000	0x2a000	JOINUTIL.DLL	C:\Windows\system32\JOINUTIL.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23f60000	0x25000	negoexts.DLL	C:\Windows\system32\negoexts.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb25380000	0x17000	CRYPTSP.dll	C:\Windows\System32\CRYPTSP.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23f50000	0xc000	CRYPTBASE.dll	C:\Windows\system32\CRYPTBASE.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23e40000	0x103000	kerberos.DLL	C:\Windows\system32\kerberos.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb25200000	0x9e000	msvcp_win.dll	C:\Windows\System32\msvcp_win.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23e10000	0x28000	KerbClientShared.dll	C:\Windows\system32\KerbClientShared.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23df0000	0x15000	cryptdll.dll	C:\Windows\system32\cryptdll.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23d80000	0x67000	mswsock.dll	C:\Windows\system32\mswsock.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23d00000	0x77000	msv1_0.DLL	C:\Windows\system32\msv1_0.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23cf0000	0xd000	NtlmShared.dll	C:\Windows\system32\NtlmShared.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23c10000	0xd9000	netlogon.DLL	C:\Windows\system32\netlogon.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24580000	0x4a000	powrprof.dll	C:\Windows\System32\powrprof.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24570000	0x10000	UMPDC.dll	C:\Windows\System32\UMPDC.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb25830000	0xa3000	advapi32.dll	C:\Windows\System32\advapi32.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24460000	0x25000	USERENV.dll	C:\Windows\system32\USERENV.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb245d0000	0x1f000	profapi.dll	C:\Windows\System32\profapi.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23c00000	0xe000	gmsaclient.dll	C:\Windows\system32\gmsaclient.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23bf0000	0xc000	netutils.dll	C:\Windows\system32\netutils.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23b20000	0xca000	DNSAPI.dll	C:\Windows\system32\DNSAPI.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb259b0000	0x8000	NSI.dll	C:\Windows\System32\NSI.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23ae0000	0x3a000	IPHLPAPI.DLL	C:\Windows\SYSTEM32\IPHLPAPI.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23ab0000	0x2a000	tspkg.DLL	C:\Windows\system32\tspkg.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23a60000	0x44000	pku2u.DLL	C:\Windows\system32\pku2u.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb239e0000	0x77000	cloudAP.DLL	C:\Windows\system32\cloudAP.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23990000	0x48000	MicrosoftAccountCloudAP.dll	C:\Windows\SYSTEM32\MicrosoftAccountCloudAP.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23980000	0xa000	DPAPI.DLL	C:\Windows\SYSTEM32\DPAPI.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23940000	0x33000	rsaenh.dll	C:\Windows\system32\rsaenh.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23900000	0x3b000	wdigest.DLL	C:\Windows\system32\wdigest.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23870000	0x89000	schannel.DLL	C:\Windows\system32\schannel.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23850000	0x1a000	efslsaext.dll	C:\Windows\system32\efslsaext.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb259c0000	0xa9000	shcore.dll	C:\Windows\System32\shcore.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23810000	0x37000	dpapisrv.dll	C:\Windows\system32\dpapisrv.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23800000	0xc000	SspiSrv.dll	C:\Windows\SYSTEM32\SspiSrv.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23760000	0xc000	KDCPW.DLL	C:\Windows\system32\KDCPW.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb23710000	0x49000	scecli.DLL	C:\Windows\system32\scecli.DLL	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb24400000	0x5c000	winsta.dll	C:\Windows\SYSTEM32\winsta.dll	2021-10-18 14:19:04.000000 	Disabled
640	lsass.exe	0x7ffb16c20000	0x25000	ncryptsslp.dll	C:\Windows\system32\ncryptsslp.dll	2021-10-18 14:19:06.000000 	Disabled
640	lsass.exe	0x7ffb16bc0000	0x59000	ncryptprov.dll	C:\Windows\system32\ncryptprov.dll	2021-10-18 14:19:06.000000 	Disabled
640	lsass.exe	0x7ffb16b90000	0x27000	dssenh.dll	C:\Windows\system32\dssenh.dll	2021-10-18 14:19:06.000000 	Disabled
640	lsass.exe	0x7ffb231e0000	0x22000	gpapi.dll	C:\Windows\SYSTEM32\gpapi.dll	2021-10-18 14:19:06.000000 	Disabled
640	lsass.exe	0x7ffb16b70000	0x15000	mskeyprotect.dll	C:\Windows\SYSTEM32\mskeyprotect.dll	2021-10-18 14:19:06.000000 	Disabled
640	lsass.exe	0x7ffb12ce0000	0x1a000	keyiso.dll	C:\Windows\system32\keyiso.dll	2021-10-18 14:19:08.000000 	Disabled
640	lsass.exe	0x7ffb236c0000	0x4a000	AUTHZ.dll	C:\Windows\system32\AUTHZ.dll	2021-10-18 14:19:08.000000 	Disabled
640	lsass.exe	0x7ffb1e150000	0x5f000	wevtapi.dll	C:\Windows\SYSTEM32\wevtapi.dll	2021-10-18 14:19:09.000000 	Disabled
640	lsass.exe	0x7ffb0d5b0000	0x22000	SecureTimeAggregator.dll	C:\Windows\System32\SecureTimeAggregator.dll	2021-10-18 14:19:09.000000 	Disabled
640	lsass.exe	0x7ffb20cc0000	0xa000	DSROLE.dll	C:\Windows\system32\DSROLE.dll	2021-10-18 14:19:09.000000 	Disabled
640	lsass.exe	0x7ffb245f0000	0x11000	kernel.appcore.dll	C:\Windows\System32\kernel.appcore.dll	2021-10-18 14:19:09.000000 	Disabled
640	lsass.exe	0x7ffb0cb20000	0x2f000	cryptnet.dll	C:\Windows\System32\cryptnet.dll	2021-10-18 14:19:09.000000 	Disabled
744	svchost.exe	0x7ff75fc70000	0x10000	svchost.exe	C:\Windows\system32\svchost.exe	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb276a0000	0x1f0000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb27540000	0xb2000	KERNEL32.DLL	C:\Windows\System32\KERNEL32.DLL	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb25480000	0x2a2000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb26e00000	0x97000	sechost.dll	C:\Windows\System32\sechost.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb25f30000	0x120000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb24630000	0xfa000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb23530000	0x24000	umpnpmgr.dll	c:\windows\system32\umpnpmgr.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb27420000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb23fe0000	0x29000	WLDP.DLL	C:\Windows\SYSTEM32\WLDP.DLL	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb26ec0000	0x336000	combase.dll	C:\Windows\System32\combase.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb252f0000	0x81000	bcryptPrimitives.dll	C:\Windows\System32\bcryptPrimitives.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb24730000	0x149000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb24610000	0x12000	MSASN1.dll	C:\Windows\System32\MSASN1.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb251a0000	0x5c000	WINTRUST.dll	C:\Windows\System32\WINTRUST.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb23500000	0x2c000	umpo.dll	c:\windows\system32\umpo.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb24570000	0x10000	UMPDC.dll	C:\Windows\System32\UMPDC.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb234d0000	0x27000	slc.dll	C:\Windows\SYSTEM32\slc.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb234a0000	0x26000	sppc.dll	c:\windows\system32\sppc.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb23480000	0x20000	umpoext.dll	C:\Windows\SYSTEM32\umpoext.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb252a0000	0x4a000	cfgmgr32.dll	C:\Windows\System32\cfgmgr32.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb24580000	0x4a000	powrprof.dll	C:\Windows\System32\powrprof.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb259c0000	0xa9000	shcore.dll	C:\Windows\System32\shcore.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb232c0000	0xea000	dxgi.dll	c:\windows\system32\dxgi.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb233b0000	0xc4000	tdh.dll	C:\Windows\SYSTEM32\tdh.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb25730000	0x21000	win32u.dll	C:\Windows\System32\win32u.dll	2021-10-18 14:19:04.000000 	Disabled
744	svchost.exe	0x7ffb26050000	0x26000	gdi32.dll	C:\Windows\System32\gdi32.dll	2021-10-18 14:19:04.000000 	Disabled
